Date,Open,High,Low,Close,Volume,Change
2020-12-24,2100,2415,2100,2415,31560,
2020-12-28,2775,2775,2775,2775,1,0.14906832298136652
2020-12-29,3190,3190,3190,3190,38001,0.14954954954954958
2020-12-30,3665,3665,3665,3665,1,0.14890282131661436
2021-01-04,4210,4210,4210,4210,2,0.14870395634379263
2021-01-05,4840,4840,4840,4840,20526,0.14964370546318295
2021-01-06,5560,5560,5560,5560,401,0.14876033057851235
2021-01-07,6390,6390,6390,6390,5,0.1492805755395683
2021-01-08,7340,7340,7340,7340,13451,0.14866979655712043
2021-01-11,8440,8440,8440,8440,11021,0.14986376021798375
2021-01-12,9700,9700,9700,9700,83140,0.14928909952606628
2021-01-13,11100,11100,8250,8250,179138,-0.14948453608247425
2021-01-14,7030,7800,7020,7020,29931,-0.14909090909090905
2021-01-15,5970,6900,5970,6500,95712,-0.07407407407407407
2021-01-18,6500,6880,6050,6700,12304,0.03076923076923066
2021-01-19,7100,7190,6150,6780,31309,0.011940298507462588
2021-01-20,6370,6590,6110,6220,10449,-0.08259587020648973
2021-01-21,6220,6990,6000,6170,24343,-0.008038585209003246
2021-01-22,6180,6390,5910,6030,4134,-0.02269043760129663
2021-01-25,6030,6230,5300,5390,20071,-0.10613598673300162
2021-01-26,5390,5390,4705,4830,21649,-0.10389610389610393
2021-01-27,4950,5100,4930,4950,15438,0.024844720496894457
2021-01-28,5680,5680,4890,4980,10467,0.0060606060606061
2021-01-29,4980,4980,4625,4895,7693,-0.017068273092369468
2021-02-01,4560,5000,4520,4900,7176,0.0010214504596526286
2021-02-02,4715,4900,4500,4750,8147,-0.030612244897959218
2021-02-03,4980,4980,4520,4770,540,0.004210526315789442
2021-02-04,4870,4870,4600,4660,6138,-0.023060796645702264
2021-02-05,4995,4995,4660,4795,976,0.02896995708154515
2021-02-08,4740,4980,4740,4890,526,0.019812304483837417
2021-02-09,5400,5400,4420,4750,11556,-0.02862985685071573
2021-02-10,4945,4945,4570,4795,1324,0.0094736842105263
2021-02-15,4990,4990,4610,4805,1563,0.002085505735140769
2021-02-16,4800,4990,4670,4885,2561,0.01664932362122795
2021-02-17,4650,4950,4650,4700,4903,-0.03787103377686796
2021-02-18,4950,4950,4700,4830,346,0.027659574468085202
2021-02-19,4110,4110,4110,4110,30720,-0.1490683229813664
2021-02-22,3750,4035,3505,3800,41623,-0.07542579075425793
2021-02-23,3585,3700,3500,3565,31683,-0.06184210526315792
2021-02-24,3505,3610,3460,3500,12994,-0.018232819074333828
2021-02-25,3650,3650,3370,3495,13894,-0.0014285714285714457
2021-02-26,3570,3570,3300,3470,8741,-0.007153075822603716
2021-03-02,3590,3590,3400,3460,2464,-0.0028818443804035088
2021-03-03,3635,3635,3365,3500,1335,0.011560693641618602
2021-03-04,3420,3500,3300,3450,5840,-0.014285714285714235
2021-03-05,3440,3500,3350,3375,927,-0.021739130434782594
2021-03-08,3605,3605,3305,3435,1757,0.01777777777777767
2021-03-09,3450,3450,3405,3435,627,0.0
2021-03-10,3350,3510,3350,3510,1059,0.02183406113537112
2021-03-11,3520,3520,3505,3510,429,0.0
2021-03-12,3500,3510,3325,3510,1890,0.0
2021-03-15,3350,3510,3350,3470,1809,-0.01139601139601143
2021-03-16,3360,3500,3360,3450,3626,-0.0057636887608069065
2021-03-17,3400,3450,3365,3440,2727,-0.0028985507246376274
2021-03-18,3400,3510,3030,3390,2404,-0.014534883720930258
2021-03-19,3380,3390,3050,3250,15691,-0.041297935103244865
2021-03-22,3200,3200,3000,3075,8229,-0.05384615384615388
2021-03-23,3365,3365,2860,2990,12361,-0.027642276422764178
2021-03-24,3000,3150,2990,3025,497,0.0117056856187292
2021-03-25,3050,3380,2930,3190,1930,0.05454545454545445
2021-03-26,3260,3260,2915,3200,1962,0.0031347962382444194
2021-03-29,3300,3300,3080,3240,1193,0.012499999999999956
