Date,Open,High,Low,Close,Volume,Change
2019-09-03,3000,3000,2550,2550,123997,
2019-09-04,2170,2550,2170,2550,133374,0.0
2019-09-05,2750,2750,2400,2475,39253,-0.02941176470588236
2019-09-06,2545,2545,2185,2200,78390,-0.11111111111111116
2019-09-09,2200,2480,2030,2295,21573,0.04318181818181821
2019-09-10,2295,2500,2250,2405,14651,0.04793028322440085
2019-09-11,2500,2640,2370,2505,37247,0.04158004158004158
2019-09-16,2580,2650,2435,2590,18776,0.03393213572854292
2019-09-17,2650,2650,2515,2550,43615,-0.015444015444015413
2019-09-18,2635,2635,2480,2510,24112,-0.015686274509803977
2019-09-19,2530,2530,2450,2475,21132,-0.013944223107569709
2019-09-20,2400,2500,2400,2500,32275,0.010101010101010166
2019-09-23,2510,2630,2490,2490,20560,-0.0040000000000000036
2019-09-24,2410,2460,2205,2355,20142,-0.054216867469879526
2019-09-25,2310,2495,2300,2435,13198,0.03397027600849256
2019-09-26,2400,2435,2210,2350,12063,-0.03490759753593431
2019-09-27,2590,2590,2240,2380,347214,0.012765957446808418
2019-09-30,2375,2480,2280,2330,20579,-0.021008403361344574
2019-10-01,2320,2330,2055,2100,24396,-0.09871244635193133
2019-10-02,2295,2350,1995,2350,24359,0.11904761904761907
2019-10-04,2500,2550,2360,2400,10291,0.02127659574468077
2019-10-07,2650,2650,2265,2400,13055,0.0
2019-10-08,2490,2490,2265,2400,5582,0.0
2019-10-10,2400,2400,2250,2340,11657,-0.025000000000000022
2019-10-11,2335,2400,2180,2385,22609,0.019230769230769162
2019-10-14,2400,2400,2165,2250,24386,-0.05660377358490565
2019-10-15,2295,2340,2160,2175,15025,-0.033333333333333326
2019-10-16,2175,2275,2050,2165,15489,-0.0045977011494252595
2019-10-17,2165,2250,2050,2125,12555,-0.018475750577367167
2019-10-18,2030,2150,2030,2140,2140,0.007058823529411784
2019-10-21,2400,2400,2065,2280,17070,0.06542056074766345
2019-10-22,2280,2280,2100,2190,10577,-0.03947368421052633
2019-10-23,2105,2135,1920,2115,13775,-0.03424657534246578
