Date,Open,High,Low,Close,Volume,Change
2021-08-11,70000,91000,70000,91000,2789525,
2021-08-12,94000,109000,81100,83000,3487080,-0.08791208791208793
2021-08-13,83700,88500,71800,74000,756293,-0.10843373493975905
2021-08-17,72200,72300,62900,64100,323593,-0.13378378378378375
2021-08-18,62300,71400,62000,67500,636060,0.05304212168486733
2021-08-19,66500,68100,62400,62400,220002,-0.0755555555555556
2021-08-20,62400,63300,55000,56100,160574,-0.10096153846153844
2021-08-23,56700,57000,53000,53400,100158,-0.048128342245989275
2021-08-24,53900,69400,53700,69400,1634517,0.2996254681647941
2021-08-25,71700,81800,68100,70500,2472811,0.015850144092218965
2021-08-26,69700,71600,67100,71600,313364,0.015602836879432536
2021-08-27,70100,73800,68500,69200,393655,-0.03351955307262566
2021-08-30,71700,74700,67800,68300,270637,-0.013005780346820761
2021-08-31,68000,71600,64300,71100,184989,0.040995607613469875
2021-09-01,70700,85800,68400,82500,1990956,0.16033755274261607
2021-09-02,81600,82200,78500,80300,322960,-0.026666666666666616
2021-09-03,79800,81000,76400,80900,211478,0.007471980074719831
2021-09-06,79600,83800,77000,77000,313521,-0.04820766378244745
2021-09-07,79200,79300,75200,77300,153670,0.003896103896103842
2021-09-08,77900,83700,76200,78800,439329,0.019404915912031084
2021-09-09,78700,78700,73400,73400,122416,-0.06852791878172593
2021-09-10,73400,75400,68700,69000,157029,-0.05994550408719346
2021-09-13,67100,70900,63700,70700,402992,0.02463768115942022
2021-09-14,71500,72400,68400,70500,130891,-0.0028288543140028155
2021-09-15,69900,74200,69500,70600,133945,0.0014184397163119478
2021-09-16,72100,72100,67800,68600,169440,-0.028328611898016942
2021-09-17,68600,70700,67900,69700,92126,0.016034985422740622
2021-09-23,70600,71500,66500,67500,130650,-0.031563845050215256
2021-09-24,68900,69000,65100,65900,93592,-0.02370370370370367
2021-09-27,66000,77800,63500,66100,1264421,0.003034901365705611
2021-09-28,66700,68000,58600,60000,369347,-0.09228441754916794
2021-09-29,57200,60000,55800,56500,192623,-0.05833333333333335
2021-09-30,56400,58900,54700,55200,171641,-0.023008849557522137
2021-10-01,55200,57000,53200,53800,146149,-0.025362318840579712
