Date,Open,High,Low,Close,Volume,Change
2021-09-13,18330,18330,18330,18330,3,
2021-09-14,18325,18325,18325,18325,35,-0.0002727768685215626
2021-09-15,18460,18460,18335,18335,67,0.0005457025920874159
2021-09-16,18180,18180,18180,18180,0,-0.008453776929370105
2021-09-17,17040,17090,16900,17090,186,-0.05995599559956
2021-09-23,16550,16550,16550,16550,0,-0.03159742539496779
2021-09-24,16715,16715,16715,16715,0,0.00996978851963748
2021-09-27,16540,16540,16540,16540,0,-0.01046963804965595
2021-09-28,16560,16640,16405,16405,164,-0.008162031438935902
2021-09-29,16255,16255,16105,16105,3,-0.018287107589149643
2021-09-30,15010,15010,14975,14995,734,-0.0689226948152748
2021-10-01,15760,15795,15640,15640,269,0.043014338112704165
