Date,Open,High,Low,Close,Volume,Change
2018-05-29,23100,30000,22600,30000,1714776,
2018-05-30,32850,37800,31600,33700,2867170,0.1233333333333333
2018-05-31,33000,33000,28550,28600,591364,-0.1513353115727003
2018-06-01,28050,33650,27450,28800,839916,0.006993006993007089
2018-06-04,28200,29900,27700,27950,145063,-0.02951388888888884
2018-06-05,27600,28500,25650,26800,177508,-0.04114490161001794
2018-06-07,26900,31700,26850,29150,701003,0.08768656716417911
2018-06-08,28900,30450,28250,29750,143418,0.020583190394511064
2018-06-11,30200,30250,28000,28000,131143,-0.05882352941176472
2018-06-12,28100,28150,26300,26400,127163,-0.05714285714285716
2018-06-14,25650,25800,24400,24550,92385,-0.07007575757575757
2018-06-15,24150,25450,23600,24600,79234,0.0020366598778003286
2018-06-18,24050,24750,22600,22600,67070,-0.08130081300813008
2018-06-19,23000,23250,20200,20550,103319,-0.09070796460176989
2018-06-20,20350,24850,20050,21650,259218,0.05352798053527974
2018-06-21,21700,21800,20100,20200,58910,-0.06697459584295617
2018-06-22,20450,21000,19800,20150,41725,-0.0024752475247524774
2018-06-25,19850,21200,19600,20950,45737,0.03970223325062028
2018-06-26,20900,20900,20000,20600,25279,-0.01670644391408116
2018-06-27,20550,20800,19900,20000,36063,-0.029126213592232997
2018-06-28,19900,20300,18350,18400,55490,-0.07999999999999996
2018-06-29,17750,18000,16700,17200,203102,-0.06521739130434778
2018-07-02,17400,20500,17250,18400,503672,0.06976744186046502
2018-07-03,18450,18600,17600,18100,78127,-0.016304347826086918
2018-07-04,17700,19450,17700,18150,73663,0.0027624309392264568
2018-07-05,18200,19000,18000,18050,69505,-0.0055096418732781816
2018-07-06,18200,18550,17200,17600,53888,-0.024930747922437657
2018-07-09,17400,18200,17400,17850,30120,0.014204545454545414
2018-07-10,18150,22000,17850,20250,540727,0.134453781512605
2018-07-11,20500,23300,20500,21300,678691,0.051851851851851816
2018-07-12,21750,21800,20350,21100,137975,-0.009389671361502372
2018-07-13,20600,21500,20450,21500,115302,0.018957345971563955
2018-07-16,21800,22350,20950,22000,119686,0.023255813953488413
2018-07-17,22350,22350,21100,21100,78682,-0.040909090909090895
2018-07-18,21150,21550,20000,20000,81160,-0.05213270142180093
2018-07-19,19900,21700,19900,20950,121274,0.0475000000000001
2018-07-20,22000,22650,21200,21350,109754,0.019093078758949833
2018-07-23,21750,21750,20050,20100,46914,-0.05854800936768145
2018-07-24,19900,20450,19850,20000,37729,-0.00497512437810943
2018-07-25,20300,20400,18700,19000,55752,-0.050000000000000044
2018-07-26,19050,19800,18300,19700,42517,0.03684210526315779
2018-07-27,19500,19600,18900,19100,34807,-0.030456852791878153
2018-07-30,19150,19200,18350,18500,38199,-0.03141361256544506
2018-07-31,18250,19400,18000,19200,44256,0.037837837837837895
2018-08-01,19200,19750,19100,19550,29275,0.01822916666666674
2018-08-02,19700,19800,19100,19200,19347,-0.01790281329923271
2018-08-03,19100,19750,19050,19550,19584,0.01822916666666674
2018-08-06,19500,19700,19200,19700,19134,0.007672634271099765
2018-08-07,19800,19800,19150,19250,11626,-0.022842639593908642
2018-08-08,19350,19350,18700,19150,14875,-0.0051948051948051965
2018-08-09,19500,19500,18800,19000,10047,-0.007832898172323799
2018-08-10,19200,19200,18550,18550,18486,-0.023684210526315752
2018-08-13,18200,18350,17500,17500,32665,-0.05660377358490565
2018-08-14,17400,18400,17400,17650,11283,0.008571428571428674
2018-08-16,17000,17650,16800,17550,24949,-0.005665722379603388
2018-08-17,17550,17800,17300,17400,21298,-0.008547008547008517
2018-08-20,17750,17800,17300,17550,12608,0.008620689655172376
2018-08-21,17550,18000,17200,17900,14883,0.019943019943019946
2018-08-22,18100,18550,18000,18050,32433,0.008379888268156499
2018-08-23,18400,18400,17650,18150,12704,0.005540166204986097
2018-08-24,18150,18150,17600,17950,16164,-0.011019283746556474
2018-08-27,17750,18150,17750,18050,15110,0.0055710306406684396
2018-08-28,18100,18250,17600,17800,24074,-0.013850415512465353
2018-08-29,17250,17400,16400,16950,212370,-0.047752808988763995
2018-08-30,17000,17200,16750,17000,72377,0.002949852507374562
2018-08-31,17000,17200,16750,17200,37678,0.0117647058823529
2018-09-03,17200,17450,16950,17000,32940,-0.011627906976744207
2018-09-04,17450,18400,17400,17850,174638,0.050000000000000044
2018-09-05,18350,18600,18100,18200,103892,0.019607843137254832
2018-09-06,18200,18500,17600,17900,51104,-0.016483516483516536
2018-09-07,17800,17850,17100,17150,78318,-0.04189944134078216
2018-09-10,17350,17450,17100,17350,22782,0.011661807580174877
2018-09-11,17350,17350,17000,17200,36567,-0.008645533141210415
2018-09-12,17200,17600,17000,17250,33305,0.0029069767441860517
2018-09-13,17250,17650,17150,17250,23592,0.0
2018-09-14,17300,17450,17000,17100,37438,-0.008695652173912993
2018-09-17,17100,17100,16900,17000,24967,-0.005847953216374324
2018-09-18,16950,19300,16500,18400,281870,0.08235294117647052
2018-09-19,18550,18900,17900,18900,161315,0.02717391304347827
2018-09-20,19000,19500,18450,19000,194092,0.005291005291005346
2018-09-21,19300,19350,18500,18600,59134,-0.021052631578947323
2018-09-27,18600,19350,18100,19200,85787,0.032258064516129004
2018-09-28,19200,19550,18700,18950,80845,-0.01302083333333337
2018-10-01,19000,19000,17800,18000,56117,-0.05013192612137207
2018-10-02,17850,18300,17050,17500,64456,-0.02777777777777779
2018-10-04,17450,17700,16950,17250,27498,-0.014285714285714235
2018-10-05,17050,17450,16900,17050,34109,-0.011594202898550732
2018-10-08,17100,17450,17000,17100,11426,0.0029325513196480912
2018-10-10,17100,17150,15250,15350,87750,-0.10233918128654973
2018-10-11,14500,14800,13550,13800,63260,-0.10097719869706845
2018-10-12,13150,14150,13150,14050,68688,0.018115942028985588
2018-10-15,13850,14300,13600,13700,43603,-0.02491103202846978
2018-10-16,13650,15500,13650,14500,77386,0.058394160583941535
2018-10-17,14600,15250,14500,14600,23409,0.006896551724137945
2018-10-18,14650,14900,14250,14250,20785,-0.023972602739726012
2018-10-19,14150,14500,13700,14050,47220,-0.01403508771929829
2018-10-22,13950,14350,13800,14300,28055,0.017793594306049876
2018-10-23,14300,14450,13650,13700,19970,-0.04195804195804198
2018-10-24,13750,14200,13200,13400,22582,-0.021897810218978075
2018-10-25,13000,13500,12650,13250,29911,-0.011194029850746245
2018-10-26,14050,14050,12800,12950,18534,-0.02264150943396226
2018-10-29,12850,12950,11600,11600,35373,-0.10424710424710426
2018-10-30,11000,12450,11000,12400,16649,0.06896551724137923
2018-10-31,12850,12850,12400,12750,14831,0.02822580645161299
2018-11-01,13050,13100,12550,12700,20689,-0.0039215686274509665
2018-11-02,13150,13200,12750,13100,37400,0.03149606299212593
2018-11-05,13200,13200,12700,12900,17317,-0.01526717557251911
2018-11-06,13150,13800,12950,13500,30551,0.04651162790697683
2018-11-07,13650,13800,12900,13000,18689,-0.03703703703703709
2018-11-08,13300,13450,13100,13350,14134,0.026923076923076827
2018-11-09,13200,13650,13000,13550,12242,0.014981273408239737
2018-11-12,13200,13750,12700,12900,24189,-0.047970479704797064
2018-11-13,12500,12700,12250,12600,15703,-0.023255813953488413
2018-11-14,12600,12900,12400,12600,6893,0.0
2018-11-15,12850,13000,12100,12500,14982,-0.007936507936507908
2018-11-16,12700,12750,12200,12700,19884,0.016000000000000014
2018-11-19,12550,13350,12450,13300,20216,0.04724409448818889
2018-11-20,13150,13200,12800,12950,10396,-0.02631578947368418
2018-11-21,12700,13000,12450,12800,6531,-0.01158301158301156
2018-11-22,12800,13000,12500,12500,10345,-0.0234375
2018-11-23,12500,12800,12150,12150,12654,-0.028000000000000025
2018-11-26,12150,12500,11950,12250,12934,0.008230452674897082
2018-11-27,12250,12700,12200,12700,9586,0.03673469387755102
2018-11-28,12650,13300,12600,13100,18747,0.03149606299212593
2018-11-29,12800,12900,12400,12550,76893,-0.041984732824427495
2018-11-30,12450,12450,12100,12200,37907,-0.027888446215139417
2018-12-03,12250,12550,12100,12250,43975,0.004098360655737654
2018-12-04,12350,12800,12100,12650,45988,0.03265306122448974
2018-12-05,12350,13400,12350,13400,93739,0.059288537549407216
2018-12-06,13350,13600,12250,12450,47588,-0.07089552238805974
2018-12-07,12500,13100,12200,12500,43363,0.004016064257028162
2018-12-10,12450,12900,12300,12600,20050,0.008000000000000007
2018-12-11,12600,13250,12600,13150,42018,0.04365079365079372
2018-12-12,13200,13750,12950,13700,43024,0.041825095057034245
2018-12-13,13600,13800,13000,13350,29663,-0.025547445255474477
2018-12-14,13350,13350,12550,12800,33657,-0.041198501872659166
2018-12-17,12650,12700,12400,12400,19823,-0.03125
2018-12-18,12400,12400,11950,12000,25985,-0.032258064516129004
2018-12-19,12100,12300,11550,11750,42191,-0.02083333333333337
2018-12-20,11750,11850,11000,11250,72539,-0.04255319148936165
2018-12-21,11150,11350,10900,11100,39344,-0.013333333333333308
2018-12-24,11100,11350,10850,11000,37876,-0.009009009009009028
2018-12-26,10850,10900,10350,10600,51896,-0.036363636363636376
2018-12-27,10850,10850,10400,10600,27101,0.0
2018-12-28,10800,10800,10500,10700,41252,0.009433962264151052
2019-01-02,10750,12700,10750,11900,232818,0.11214953271028039
2019-01-03,12200,12200,11150,11150,48812,-0.06302521008403361
2019-01-04,11200,11850,11150,11600,39014,0.04035874439461873
2019-01-07,11750,11800,10800,11200,69300,-0.03448275862068961
2019-01-08,11200,11450,10950,11000,38154,-0.017857142857142905
2019-01-09,11100,11400,11000,11400,33389,0.036363636363636376
2019-01-10,11400,11550,11200,11400,16816,0.0
2019-01-11,11500,11650,11350,11600,15616,0.01754385964912286
2019-01-14,11750,11750,11350,11600,15405,0.0
2019-01-15,11550,11950,11450,11700,26133,0.008620689655172376
2019-01-16,11750,11800,11400,11450,19542,-0.021367521367521403
2019-01-17,11450,11500,11050,11200,10262,-0.02183406113537123
2019-01-18,11400,11450,11200,11200,12981,0.0
2019-01-21,11200,11350,11050,11300,11476,0.008928571428571397
2019-01-22,11350,11650,11200,11200,18477,-0.008849557522123908
2019-01-23,11100,11550,11000,11400,24472,0.017857142857142794
2019-01-24,11500,11500,11050,11250,43088,-0.013157894736842146
2019-01-25,11300,11800,11300,11400,66366,0.01333333333333342
2019-01-28,11500,12400,11500,11950,182190,0.04824561403508776
2019-01-29,11750,11950,11600,11800,34438,-0.012552301255230103
2019-01-30,11800,12150,11800,11950,56581,0.012711864406779627
2019-01-31,11950,12000,11750,11850,18338,-0.008368200836820106
2019-02-01,11800,12100,11750,11850,25990,0.0
2019-02-07,11900,12300,11800,12150,57731,0.025316455696202445
2019-02-08,12050,12450,11900,12350,35233,0.016460905349794164
2019-02-11,12450,12650,12200,12250,50705,-0.0080971659919028
2019-02-12,12250,12500,11850,11850,35588,-0.03265306122448974
2019-02-13,11850,12000,11550,11900,35514,0.00421940928270037
2019-02-14,11900,12450,11900,12150,47336,0.021008403361344463
2019-02-15,12100,12450,12000,12200,32801,0.004115226337448652
